title,Year_of_release,Genre,movie_runtime,IMDB_rating,IMDB_votes,Cast_&_Crew
Bewafaa,2005," Drama, Romance            ",151 min,  4.4 ,2441,"     Director: Dharmesh Darshan |      Stars: Anil Kapoor,  Akshay Kumar,  Kareena Kapoor,  Sushmita Sen "
Aap Mujhe Achche Lagne Lage,2002," Action, Drama, Romance            ",180 min,  3.1 ,2434,"     Director: Vikram Bhatt |      Stars: Hrithik Roshan,  Ameesha Patel,  Kiran Kumar,  Mukesh Tiwari "
Sardaar Gabbar Singh,2016," Action, Comedy, Crime            ",164 min,  4.7 ,2413,"     Director: K.S. Ravindra |      Stars: Kajal Aggarwal,  Pawan Kalyan,  Sharad Kelkar,  Raai Laxmi "
Andaaz,2003," Drama, Musical, Romance            ",145 min,  5.3 ,2410,"     Director: Raj Kanwar |      Stars: Akshay Kumar,  Lara Dutta,  Priyanka Chopra Jonas,  Rajeev Verma "
3 Deewarein,2003," Crime, Drama            ",115 min,  7.8 ,2406,"     Director: Nagesh Kukunoor |      Stars: Naseeruddin Shah,  Jackie Shroff,  Juhi Chawla,  Nagesh Kukunoor "
Love Story 2050,2008," Action, Adventure, Drama            ",180 min,  2.5 ,2402,"     Director: Harry Baweja |      Stars: Harman Baweja,  Priyanka Chopra Jonas,  Boman Irani,  Archana Puran Singh "
Laaga Chunari Mein Daag: Journey of a Woman,2007," Drama, Family, Romance            ",122 min,  5.4 ,2397,"     Director: Pradeep Sarkar |      Stars: Rani Mukerji,  Jaya Bachchan,  Konkona Sen Sharma,  Kunal Kapoor "
Mitron,2018, Comedy            ,119 min,  6.9 ,2387,"     Director: Nitin Kakkar |      Stars: Jackky Bhagnani,  Kritika Kamra,  Prateik,  Perlene Bhersaina "
Chashme Buddoor,1981," Comedy, Family, Romance            ",145 min,  8.0 ,2382,"     Director: Sai Paranjape |      Stars: Farooq Shaikh,  Deepti Naval,  Saeed Jaffrey,  Rakesh Bedi "
No Problem,I 2010," Action, Comedy, Crime            ",139 min,  4.3 ,2370,"     Director: Anees Bazmee |      Stars: Anil Kapoor,  Sanjay Dutt,  Akshaye Khanna,  Sunil Shetty "
Kidnap,2008," Action, Crime, Drama            ",135 min,  4.6 ,2368,"     Director: Sanjay Gadhvi |      Stars: Sanjay Dutt,  Imran Khan,  Minissha Lamba,  Vidya Malvade "
Vaah! Life Ho Toh Aisi!,2005," Comedy, Drama, Family            ",153 min,  4.5 ,2364,"     Director: Mahesh Manjrekar |      Stars: Shahid Kapoor,  Amrita Rao,  Sanjay Dutt,  Arshad Warsi "
Jodi No. 1,2001," Comedy, Romance            ",140 min,  5.8 ,2355,"     Director: David Dhawan |      Stars: Sanjay Dutt,  Govinda,  Twinkle Khanna,  Monica Bedi "
Notebook,I 2019," Drama, Romance            ",115 min,  6.9 ,2337,"     Director: Nitin Kakkar |      Stars: Zaheer Iqbal,  Pranutan Bahl,  Mir Mohammed Mehroos,  Mir Mohammed Zayan "
Tezz,2012," Action, Crime, Drama            ",121 min,  3.9 ,2325,"     Director: Priyadarshan |      Stars: Anil Kapoor,  Ajay Devgn,  Mohanlal,  Kangana Ranaut "
Khichdi: The Movie,2010," Comedy, Family            ",120 min,  7.2 ,2319,"     Director: Aatish Kapadia |      Stars: Anang Desai,  Supriya Pathak,  Rajeev Mehta,  Nimisha Vakharia "
Judaai,1997," Comedy, Drama, Romance            ",167 min,  6.1 ,2316,"     Director: Raj Kanwar |      Stars: Anil Kapoor,  Sridevi,  Urmila Matondkar,  Paresh Rawal "
Baazi,1995," Action, Thriller, Crime            ",183 min,  6.5 ,2302,"     Director: Ashutosh Gowariker |      Stars: Aamir Khan,  Mamta Kulkarni,  Paresh Rawal,  Avtar Gill "
Guddu,1995," Drama, Romance            ",160 min,  4.2 ,2295,"     Director: Prem Lalwani |      Stars: Deepti Naval,  Mukesh Khanna,  Manisha Koirala,  Shah Rukh Khan "
Chef,2017," Comedy, Drama, Family            ",133 min,  5.7 ,2291,"     Director: Raja Menon |      Stars: Saif Ali Khan,  Padmapriya,  Svar Kamble,  Chandan Roy Sanyal "
Pukar,2000," Action, Drama, Romance            ",176 min,  6.8 ,2290,"     Director: Rajkumar Santoshi |      Stars: Anil Kapoor,  Madhuri Dixit,  Namrata Shirodkar,  Om Puri "
Pihu,2016," Drama, Thriller            ",91 min,  6.7 ,2284,"     Director: Kapri Vinod |      Stars: Rahul Bagga,  Pihu Myra Vishwakarma,  Prerna Vishwakarma "
Laawaris,1981," Drama, Action, Musical            ",189 min,  7.1 ,2279,"     Director: Prakash Mehra |      Stars: Amitabh Bachchan,  Zeenat Aman,  Rakhee Gulzar,  Amjad Khan "
Kaala Patthar,1979," Action, Drama, History            ",176 min,  7.7 ,2271,"     Director: Yash Chopra |      Stars: Amitabh Bachchan,  Shashi Kapoor,  Shatrughan Sinha,  Rakhee Gulzar "
Indian,2001," Action, Crime, Drama            ",178 min,  5.4 ,2260,"     Director: N. Maharajan |      Stars: Sunny Deol,  Shilpa Shetty Kundra,  Raj Babbar,  Danny Denzongpa "
Kuch Naa Kaho,2003," Comedy, Drama, Romance            ",169 min,  5.4 ,2257,"     Director: Rohan Sippy |      Stars: Aishwarya Rai Bachchan,  Abhishek Bachchan,  Satish Shah,  Suhasini Mulay "
Qayamat: City Under Threat,2003," Action, Drama, Romance            ",180 min,  4.7 ,2257,"     Director: Harry Baweja |      Stars: Ajay Devgn,  Sunil Shetty,  Sanjay Kapoor,  Arbaaz Khan "
Halla Bol,2008," Crime, Drama            ",142 min,  6.1 ,2249,"     Director: Rajkumar Santoshi |      Stars: Ajay Devgn,  Vidya Balan,  Pankaj Kapur,  Darshan Jariwala "
Singh Saab the Great,2013," Action, Drama            ",134 min,  5.6 ,2248,"     Director: Anil Sharma |      Stars: Sunny Deol,  Urvashi Rautela,  Prakash Raj,  Amrita Rao "
"Main, Meri Patni... Aur Woh!",2005," Comedy, Drama, Romance            ",129 min,  7.2 ,2245,"     Director: Chandan Arora |      Stars: Rajpal Yadav,  Rituparna Sengupta,  Naseeruddin Shah,  Kay Kay Menon "
Paanch,2003," Crime, Thriller            ",130 min,  7.7 ,2243,"     Director: Anurag Kashyap |      Stars: Kay Kay Menon,  Aditya Srivastav,  Joy Fernandes,  Vijay Maurya "
Beyond the Clouds,2017," Drama, Family            ",120 min,  7.0 ,2240,"     Director: Majid Majidi |      Stars: Ishaan Khattar,  Malavika Mohanan,  Goutam Ghose,  Sharada "
Pagalpanti,2019," Action, Comedy            ",149 min,  3.2 ,2238,"     Director: Anees Bazmee |      Stars: Anil Kapoor,  John Abraham,  Ileana D'Cruz,  Arshad Warsi "
Jeet,1996," Action, Romance            ",180 min,  5.7 ,2238,"     Director: Raj Kanwar |      Stars: Sunny Deol,  Karisma Kapoor,  Salman Khan,  Tabu "
Haunted - 3D,2011," Action, Fantasy, Horror            ",143 min,  6.3 ,2236,"     Director: Vikram Bhatt |      Stars: Mimoh Chakraborty,  Tia Bajpai,  Achint Kaur,  Mohan Kapur "
Game,I 2011," Action, Crime, Drama            ",135 min,  5.2 ,2233,"     Director: Abhinay Deo |      Stars: Abhishek Bachchan,  Kangana Ranaut,  Anupam Kher,  Boman Irani "
The Zoya Factor,2019," Comedy, Drama, Romance            ",134 min,  4.2 ,2227,"     Director: Abhishek Sharma |      Stars: Sonam Kapoor,  Dulquer Salmaan,  Sanjay Kapoor,  Shoaib Ahmed "
MP3: Mera Pehla Pehla Pyaar,2007," Comedy, Drama, Musical            ",118 min,  7.0 ,2223,"     Director: Robbie Grewal |      Stars: Menekka Arora,  Sarthak Bhasin,  Sagar Chawla,  Hazel Croney "
Unpaused,2020," Drama, Romance            ",113 min,  7.0 ,2205,"     Directors: Nikkhil Advani,  Avinash Arun,  Tannishtha Chatterjee,  Krishna D.K.,  Nitya Mehra,  Raj Nidimoru |      Stars: Gulshan Devaiah,  Saiyami Kher,  Richa Chadha,  Ishwak Singh "
Kaagaz Ke Phool,1959, Romance            ,148 min,  8.0 ,2200,"     Director: Guru Dutt |      Stars: Waheeda Rehman,  Guru Dutt,  Kumari Naaz,  Johnny Walker "
The Hero: Love Story of a Spy,2003," Action, Adventure, Drama            ",160 min,  5.3 ,2195,"     Director: Anil Sharma |      Stars: Sunny Deol,  Preity Zinta,  Priyanka Chopra Jonas,  Amrish Puri "
Karz,1980," Action, Musical, Romance            ",159 min,  7.5 ,2193,"     Director: Subhash Ghai |      Stars: Rishi Kapoor,  Tina Ambani,  Simi Garewal,  Raj Kiran "
Coolie,I 1983," Action, Comedy, Drama            ",177 min,  6.6 ,2192,"     Directors: Manmohan Desai,  Prayag Raj |      Stars: Amitabh Bachchan,  Waheeda Rehman,  Rishi Kapoor,  Rati Agnihotri "
Firaaq,2008," Drama, History, Thriller            ",101 min,  7.4 ,2170,"     Director: Nandita Das |      Stars: Inaamulhaq,  Nassar,  Shahana Goswami,  Nawazuddin Siddiqui "
Dharam Sankat Mein,2015, Comedy            ,129 min,  6.3 ,2167,"     Director: Fuwad Khan |      Stars: Naseeruddin Shah,  Paresh Rawal,  Annu Kapoor,  Gagan Gupta "
Mushkil,2019, Horror            ,130 min,  4.7 ,2164,"     Director: Rajiv S. Ruia |      Stars: Pooja Bisht,  Rajniesh Duggall,  Nazia Hussain,  Kunaal Roy Kapur "
Chameli,2003, Drama            ,108 min,  7.0 ,2160,"     Director: Sudhir Mishra |      Stars: Kareena Kapoor,  Rahul Bose,  Rinke Khanna,  Yashpal Sharma "
International Khiladi,1999," Action, Crime, Drama            ",175 min,  4.8 ,2159,"     Director: Umesh Mehra |      Stars: Akshay Kumar,  Twinkle Khanna,  Rajat Bedi,  Vivek Shauq "
Loveyatri,2018," Comedy, Drama, Music            ",140 min,  3.1 ,2158,"     Director: Abhiraj Minawala |      Stars: Sammy Jonas Heaney,  Aayush Sharma,  Warina Hussain,  Caroline Wilde "
Kahin Pyaar Na Ho Jaaye,2000," Comedy, Drama, Musical            ",159 min,  4.4 ,2155,"     Director: K. Muralimohana Rao |      Stars: Kashmira Shah,  Salman Khan,  Jackie Shroff,  Rani Mukerji "
Mere Yaar Ki Shaadi Hai,2002," Comedy, Drama, Romance            ",158 min,  5.3 ,2152,"     Director: Sanjay Gadhvi |      Stars: Uday Chopra,  Jimmy Sheirgill,  Bipasha Basu,  Tanaaz Currim Irani "
Missing,I 2018," Drama, Mystery, Thriller            ",120 min,  5.8 ,2147,"     Director: Mukul Abhyankar |      Stars: Manoj Bajpayee,  Tabu,  Annu Kapoor,  Rajesh Jais "
Knock Out,2010," Action, Crime, Drama            ",117 min,  6.0 ,2146,"     Director: Mani Shankar |      Stars: Sanjay Dutt,  Irrfan Khan,  Kangana Ranaut,  Gulshan Grover "
Maachis,1996," Action, Crime, Drama            ",160 min,  7.8 ,2141,"     Director: Gulzar |      Stars: Om Puri,  Tabu,  Chandrachur Singh,  Kanwaljit Singh "
Mere Baap Pehle Aap,2008," Comedy, Drama, Romance            ",163 min,  5.4 ,2139,"     Director: Priyadarshan |      Stars: Akshaye Khanna,  Paresh Rawal,  Genelia D'Souza,  Om Puri "
Trishul,1978," Action, Drama, Musical            ",167 min,  7.7 ,2137,"     Director: Yash Chopra |      Stars: Amitabh Bachchan,  Sanjeev Kumar,  Shashi Kapoor,  Hema Malini "
Hate Story 2,2014," Drama, Thriller            ",130 min,  4.4 ,2132,"     Director: Vishal Pandya |      Stars: Jay Bhanushali,  Surveen Chawla,  Sushant Singh,  Siddharth Kher "
Major Saab,1998," Action, Drama, Romance            ",165 min,  5.3 ,2124,"     Director: Tinnu Anand |      Stars: Amitabh Bachchan,  Ajay Devgn,  Sonali Bendre,  Nafisa Ali "
Heroes,2008," Action, Adventure, Comedy            ",139 min,  5.5 ,2123,"     Director: Samir Karnik |      Stars: Sohail Khan,  Vatsal Sheth,  Amrita Arora,  Riya Sen "
Sehar,2005," Action, Crime, Drama            ",125 min,  7.7 ,2121,"     Director: Kabeer Kaushik |      Stars: Arshad Warsi,  Pankaj Kapur,  Mahima Chaudhry,  Sushant Singh "
Gulaab Gang,2014," Action, Drama            ",139 min,  6.1 ,2118,"     Director: Soumik Sen |      Stars: Madhuri Dixit,  Juhi Chawla,  Divya Jagdale,  Priyanka Bose "
Maya,1993," Drama, Mystery, Romance            ",130 min,  5.4 ,2118,"     Director: Ketan Mehta |      Stars: Deepa Sahi,  Farooq Shaikh,  Raj Babbar,  Shah Rukh Khan "
99 Songs,2019," Musical, Romance            ",128 min,  7.1 ,2117,"     Director: Vishwesh Krishnamoorthy |      Stars: Ehan Bhat,  Edilsy Vargas,  Tenzing Dalha,  Lisa Ray "
Jism,2003," Drama, Romance, Thriller            ",136 min,  5.2 ,2106,"     Director: Amit Saxena |      Stars: Bipasha Basu,  John Abraham,  Gulshan Grover,  Vinay Pathak "
Amal,2007, Drama            ,101 min,  7.5 ,2099,"     Director: Richie Mehta |      Stars: Rupinder Nagra,  Naseeruddin Shah,  Seema Biswas,  Koel Purie "
India's Most Wanted,2019," Action, Adventure, Thriller            ",123 min,  4.5 ,2084,"     Director: Raj Kumar Gupta |      Stars: Arjun Kapoor,  Sudev Nair,  Rajesh Sharma,  Prasanth "
Hotel Salvation,2016," Comedy, Drama            ",102 min,  7.1 ,2084,"     Director: Shubhashish Bhutiani |      Stars: Adil Hussain,  Lalit Behl,  Geetanjali Kulkarni,  Palomi Ghosh "
Matrubhoomi: A Nation Without Women,2003, Drama            ,99 min,  7.7 ,2082,"     Director: Manish Jha |      Stars: Tulip Joshi,  Sudhir Pandey,  Sushant Singh,  Pankaj Jha "
Viruddh... Family Comes First,2005," Drama, Family            ",132 min,  7.1 ,2081,"     Director: Mahesh Manjrekar |      Stars: Amitabh Bachchan,  Sharmila Tagore,  John Abraham,  Sanjay Dutt "
Lafangey Parindey,2010," Action, Drama, Romance            ",126 min,  5.2 ,2078,"     Director: Pradeep Sarkar |      Stars: Neil Nitin Mukesh,  Deepika Padukone,  Vijay Adhav,  Manish Chaudhary "
Tezaab,1988," Action, Drama, Romance            ",173 min,  7.0 ,2078,"     Director: N. Chandra |      Stars: Anil Kapoor,  Madhuri Dixit,  Anupam Kher,  Chunky Panday "
Rock On 2,2016," Drama, Music            ",143 min,  5.0 ,2076,"     Director: Shujaat Saudagar |      Stars: Farhan Akhtar,  Shraddha Kapoor,  Arjun Rampal,  Purab Kohli "
Kyo Kii... Main Jhuth Nahin Bolta,2001," Action, Comedy, Drama            ",131 min,  5.4 ,2076,"     Director: David Dhawan |      Stars: Govinda,  Sushmita Sen,  Rambha,  Anupam Kher "
Krazzy 4,2008," Comedy, Crime, Drama            ",110 min,  4.2 ,2069,"     Director: Jaideep Sen |      Stars: Juhi Chawla,  Irrfan Khan,  Arshad Warsi,  Rajpal Yadav "
Axone,2019," Comedy, Drama            ",104 min,  7.0 ,2064,"     Director: Nicholas Kharkongor |      Stars: Sayani Gupta,  Lin Laishram,  Jimpa Bhutia,  Tenzing Dalha "
Mr. X,2015," Action, Crime, Drama            ",133 min,  3.8 ,2060,"     Director: Vikram Bhatt |      Stars: Emraan Hashmi,  Amyra Dastur,  Tanmay Bhat,  Sushil Pandey "
Phir Milenge,2004, Drama            ,142 min,  6.1 ,2060,"     Director: Revathi |      Stars: Salman Khan,  Abhishek Bachchan,  Shilpa Shetty Kundra,  Mita Vashisht "
Prince,2010," Action, Sci-Fi, Thriller            ",138 min,  4.3 ,2059,"     Director: Kookie Gulati |      Stars: Vivek Oberoi,  Isaiah,  Aruna Shields,  Nandana Sen "
Bamfaad,2020, Romance            ,102 min,  7.1 ,2056,"     Director: Ranjan Chandel |      Stars: Aditya Rawal,  Shalini Pandey,  Vijay Varma,  Jatin Sarna "
1971,2007," Action, Drama, War            ",136 min,  8.1 ,2051,"     Director: Amrit Sagar |      Stars: Manoj Bajpayee,  Ravi Kishan,  Deepak Dobriyal,  Sunil Chauhan "
Hello,II 2008," Drama, Romance            ",129 min,  3.3 ,2050,"     Director: Atul Agnihotri |      Stars: Sharman Joshi,  Amrita Arora,  Sohail Khan,  Isha Koppikar "
Darna Zaroori Hai,2006, Horror            ,108 min,  5.4 ,2043,"     Directors: J.D. Chakravarthi,  Manish Gupta,  Sajid Khan,  Jijy Philip,  Prawaal Raman,  Vivek Shah,  Ram Gopal Varma |      Stars: Amitabh Bachchan,  Arjun Rampal,  Anil Kapoor,  Mallika Sherawat "
Shakti,1982," Action, Adventure, Crime            ",166 min,  7.7 ,2041,"     Director: Ramesh Sippy |      Stars: Dilip Kumar,  Amitabh Bachchan,  Rakhee Gulzar,  Smita Patil "
Babumoshai Bandookbaaz,2017," Action, Crime, Thriller            ",122 min,  6.9 ,2037,"     Director: Kushan Nandy |      Stars: Nawazuddin Siddiqui,  Bidita Bag,  Jatin Goswami,  Shraddha Das "
Crook: It's Good to Be Bad,2010," Action, Drama, Thriller            ",121 min,  5.1 ,2034,"     Director: Mohit Suri |      Stars: Emraan Hashmi,  Neha Sharma,  Arjan Bajwa,  Mashhoor Amrohi "
Kabhie Kabhie,1976," Drama, Romance            ",177 min,  7.4 ,2027,"     Director: Yash Chopra |      Stars: Amitabh Bachchan,  Shashi Kapoor,  Rakhee Gulzar,  Waheeda Rehman "
Kya Kehna,2000," Drama, Romance            ",155 min,  5.9 ,2020,"     Director: Kundan Shah |      Stars: Preity Zinta,  Saif Ali Khan,  Chandrachur Singh,  Anupam Kher "
Karma,1986," Action, Adventure, Drama            ",193 min,  7.4 ,2019,"     Director: Subhash Ghai |      Stars: Dilip Kumar,  Nutan,  Naseeruddin Shah,  Jackie Shroff "
Cookie,I 2020, Horror            ,104 min,  6.1 ,2013,"     Director: Lalit Marathe |      Stars: Nabeel Ahmed,  Amit Ashar,  Bhavin Bhanushali,  Raghav Dhir "
Shahenshah,1988," Action, Adventure            ",175 min,  6.3 ,2013,"     Director: Tinnu Anand |      Stars: Amitabh Bachchan,  Meenakshi Sheshadri,  Rohini Hattangadi,  Supriya Pathak "
Jhankaar Beats,2003," Comedy, Music, Romance            ",143 min,  7.2 ,2012,"     Director: Sujoy Ghosh |      Stars: Sanjay Suri,  Rahul Bose,  Juhi Chawla,  Rinke Khanna "
Beta,1992," Drama, Romance            ",171 min,  6.3 ,2004,"     Director: Indra Kumar |      Stars: Anil Kapoor,  Madhuri Dixit,  Aruna Irani,  Laxmikant Berde "
Corporate,2006, Drama            ,142 min,  6.5 ,2000,"     Director: Madhur Bhandarkar |      Stars: Bipasha Basu,  Kay Kay Menon,  Raj Babbar,  Rajat Kapoor "
Shagird,2011," Action, Crime, Drama            ",143 min,  7.1 ,1997,"     Director: Tigmanshu Dhulia |      Stars: Nana Patekar,  Mohit Ahlawat,  Rimi Sen,  Anurag Kashyap "
The Blue Umbrella,2005," Comedy, Drama, Family            ",90 min,  7.4 ,1997,"     Director: Vishal Bhardwaj |      Stars: Pankaj Kapur,  Shreya Sharma,  Deepak Dobriyal,  Rahul Kumar "
Ekkees Tareekh Shubh Muhurat,2018," Comedy, Drama            ",97 min,  5.7 ,1995,"     Director: Pavan Kumar |      Stars: Sanjay Mishra,  Mahesh Sharma,  Kajal Jain,  Mukesh Tiwari "
Daddy,III 2017," Action, Biography, Crime            ",134 min,  6.4 ,1987,"     Director: Ashim Ahluwalia |      Stars: Arjun Rampal,  Aishwarya Rajesh,  Nishikant Kamat,  Rajesh Shringarpure "
Zeher,2005," Crime, Drama, Mystery            ",132 min,  5.4 ,1987,"     Director: Mohit Suri |      Stars: Emraan Hashmi,  Shamita Shetty,  Udita Goswami,  Sameer Kochhar "
Krantiveer,1994," Action, Crime, Drama            ",159 min,  7.4 ,1974,"     Director: Mehul Kumar |      Stars: Nana Patekar,  Dimple Kapadia,  Atul Agnihotri,  Mamta Kulkarni "
Fool N Final,2007," Action, Comedy, Crime            ",144 min,  3.4 ,1966,"     Director: Ahmed Khan |      Stars: Sunny Deol,  Shahid Kapoor,  Vivek Oberoi,  Ayesha Takia "
Zamaana Deewana,1995," Action, Comedy, Drama            ",162 min,  4.8 ,1965,"     Director: Ramesh Sippy |      Stars: Jeetendra,  Shatrughan Sinha,  Shah Rukh Khan,  Raveena Tandon "
Apna Sapna Money Money,2006," Comedy, Musical, Romance            ",134 min,  5.3 ,1963,"     Director: Sangeeth Sivan |      Stars: Riteish Deshmukh,  Shreyas Talpade,  Riya Sen,  Koena Mitra "
Behen Hogi Teri,2017, Comedy            ,128 min,  5.6 ,1961,"     Directors: Ajay Pannalal,  Arvind Singh Rajpoot |      Stars: Rajkummar Rao,  Shruti Haasan,  Gautam Gulati,  Darshan Jariwala "
Mithya,2008," Comedy, Crime, Thriller            ",110 min,  7.1 ,1961,"     Director: Rajat Kapoor |      Stars: Ranvir Shorey,  Neha Dhupia,  Naseeruddin Shah,  Saurabh Shukla "
22 Yards,2019, Sport            ,126 min,  6.0 ,1960,"     Director: Mitali Ghoshal |      Stars: Barun Sobti,  Amartya Ray,  Rajit Kapoor,  Panchi Bora "
Chocolate: Deep Dark Secrets,2005," Crime, Drama, Mystery            ",160 min,  4.8 ,1959,"     Director: Vivek Agnihotri |      Stars: Anil Kapoor,  Sunil Shetty,  Arshad Warsi,  Emraan Hashmi "
Yaadon Ki Baaraat,1973," Action, Drama, Musical            ",164 min,  7.4 ,1959,"     Director: Nasir Hussain |      Stars: Dharmendra,  Zeenat Aman,  Vijay Arora,  Imtiaz Khan "
Gurgaon,2016," Crime, Thriller            ",107 min,  6.5 ,1957,"     Director: Shanker Raman |      Stars: Akshay Oberoi,  Pankaj Tripathi,  Aamir Bashir,  Ragini Khanna "
Genius,I 2018," Action, Thriller            ",165 min,  5.4 ,1955,"     Director: Anil Sharma |      Stars: Utkarsh Sharma,  Ishita Chauhan,  Mithun Chakraborty,  Ayesha Jhulka "
Sarkar 3,2017," Action, Crime, Drama            ",130 min,  4.9 ,1955,"     Director: Ram Gopal Varma |      Stars: Amitabh Bachchan,  Manoj Bajpayee,  Abhishek Bachchan,  Yami Gautam "
